열1,열2,열3,열4,열5,열6,열7,열8
147,TestControllerAgent_Origin(Clone),1,4,37,3,0,20.77243
147,TestTotalAgent_Origin(Clone),0,3,37,4,1,1856.347
148,TestControllerAgent_Origin(Clone),0,2,48,4,1,25.58597
148,TestTotalAgent_Origin(Clone),1,4,46,2,0,1881.934
149,TestControllerAgent_Origin(Clone),0,0,17,4,1,8.966969
149,TestTotalAgent_Origin(Clone),1,4,13,0,0,1890.901
150,TestControllerAgent_Origin(Clone),1,4,9,0,0,8.938312
150,TestTotalAgent_Origin(Clone),0,0,16,4,1,1899.839
151,TestControllerAgent_Origin(Clone),0,2,22,4,1,12.42918
151,TestTotalAgent_Origin(Clone),1,4,20,2,0,1912.268
152,TestControllerAgent_Origin(Clone),1,4,24,3,0,14.22663
152,TestTotalAgent_Origin(Clone),0,3,24,4,1,1926.495
153,TestControllerAgent_Origin(Clone),0,2,32,4,1,20.2261
153,TestTotalAgent_Origin(Clone),1,4,36,2,0,1946.722
154,TestControllerAgent_Origin(Clone),1,4,14,0,0,11.76186
154,TestTotalAgent_Origin(Clone),0,0,22,4,1,1958.484
155,TestControllerAgent_Origin(Clone),0,3,22,4,1,12.71605
155,TestTotalAgent_Origin(Clone),1,4,21,3,0,1971.2
156,TestControllerAgent_Origin(Clone),1,4,17,0,0,10.57868
156,TestTotalAgent_Origin(Clone),0,0,20,4,1,1981.779
157,TestControllerAgent_Origin(Clone),0,0,14,4,1,7.421224
157,TestTotalAgent_Origin(Clone),1,4,11,0,0,1989.2
158,TestControllerAgent_Origin(Clone),1,4,30,1,0,17.00391
158,TestTotalAgent_Origin(Clone),0,1,32,4,1,2006.203
159,TestControllerAgent_Origin(Clone),0,1,12,4,1,6.828054
159,TestTotalAgent_Origin(Clone),1,4,9,1,0,2013.032
160,TestControllerAgent_Origin(Clone),0,0,8,4,1,4.12824
160,TestTotalAgent_Origin(Clone),1,4,4,0,0,2017.16
161,TestControllerAgent_Origin(Clone),0,2,36,4,1,19.49427
161,TestTotalAgent_Origin(Clone),1,4,33,2,0,2036.654
162,TestControllerAgent_Origin(Clone),1,4,12,1,0,7.68145
162,TestTotalAgent_Origin(Clone),0,1,14,4,1,2044.336
163,TestControllerAgent_Origin(Clone),0,0,15,4,1,8.154527
163,TestTotalAgent_Origin(Clone),1,4,12,0,0,2052.491
164,TestControllerAgent_Origin(Clone),0,2,42,4,1,22.40013
164,TestTotalAgent_Origin(Clone),1,4,39,2,0,2074.891
165,TestControllerAgent_Origin(Clone),1,4,12,0,0,10.4765
165,TestTotalAgent_Origin(Clone),0,0,20,4,1,2085.367
166,TestControllerAgent_Origin(Clone),1,4,10,0,0,7.146301
166,TestTotalAgent_Origin(Clone),0,0,13,4,1,2092.515
167,TestControllerAgent_Origin(Clone),1,4,23,3,0,13.60849
167,TestTotalAgent_Origin(Clone),0,3,24,4,1,2106.123
168,TestControllerAgent_Origin(Clone),0,2,30,4,1,16.307
168,TestTotalAgent_Origin(Clone),1,4,28,2,0,2122.43
169,TestControllerAgent_Origin(Clone),1,4,12,0,0,8.247002
169,TestTotalAgent_Origin(Clone),0,0,15,4,1,2130.677
170,TestControllerAgent_Origin(Clone),0,2,37,4,1,19.96484
170,TestTotalAgent_Origin(Clone),1,4,35,2,0,2150.64
171,TestControllerAgent_Origin(Clone),1,4,9,1,0,6.579944
171,TestTotalAgent_Origin(Clone),0,1,11,4,1,2157.22
172,TestControllerAgent_Origin(Clone),1,4,46,0,0,25.68616
172,TestTotalAgent_Origin(Clone),0,0,49,4,1,2182.905
173,TestControllerAgent_Origin(Clone),1,4,16,0,0,12.9166
173,TestTotalAgent_Origin(Clone),0,0,25,4,1,2195.823
174,TestControllerAgent_Origin(Clone),1,4,14,0,0,9.063217
174,TestTotalAgent_Origin(Clone),0,0,17,4,1,2204.885
