열1,열2,열3,열4,열5,열6,열7,열8
102,TestControllerAgent_Origin(Clone),1,4,4,2,0,4.158465
102,TestTotalAgent_MissReward(Clone),0,2,6,4,1,1007.918
103,TestControllerAgent_Origin(Clone),1,4,5,1,0,4.782781
103,TestTotalAgent_MissReward(Clone),0,1,8,4,1,1012.701
104,TestControllerAgent_Origin(Clone),1,4,6,3,0,5.209994
104,TestTotalAgent_MissReward(Clone),0,3,7,4,1,1017.911
105,TestControllerAgent_Origin(Clone),1,4,13,1,0,8.806489
105,TestTotalAgent_MissReward(Clone),0,1,16,4,1,1026.718
106,TestControllerAgent_Origin(Clone),1,4,6,2,0,5.343855
106,TestTotalAgent_MissReward(Clone),0,2,9,4,1,1032.061
107,TestControllerAgent_Origin(Clone),1,4,6,2,0,5.536193
107,TestTotalAgent_MissReward(Clone),0,2,8,4,1,1037.597
108,TestControllerAgent_Origin(Clone),0,3,10,4,1,7.403106
108,TestTotalAgent_MissReward(Clone),1,4,11,3,0,1045
109,TestControllerAgent_Origin(Clone),1,4,6,1,0,5.146144
109,TestTotalAgent_MissReward(Clone),0,1,8,4,1,1050.146
110,TestControllerAgent_Origin(Clone),1,4,6,0,0,5.187922
110,TestTotalAgent_MissReward(Clone),0,0,11,4,1,1055.334
111,TestControllerAgent_Origin(Clone),1,4,13,2,0,8.654036
111,TestTotalAgent_MissReward(Clone),0,2,14,4,1,1063.989
112,TestControllerAgent_Origin(Clone),1,4,3,1,0,3.83159
112,TestTotalAgent_MissReward(Clone),0,1,6,4,1,1067.82
113,TestControllerAgent_Origin(Clone),1,4,11,1,0,7.823892
113,TestTotalAgent_MissReward(Clone),0,1,14,4,1,1075.644
114,TestControllerAgent_Origin(Clone),1,4,5,0,0,4.536604
114,TestTotalAgent_MissReward(Clone),0,0,9,4,1,1080.181
115,TestControllerAgent_Origin(Clone),1,4,30,0,0,17.71406
115,TestTotalAgent_MissReward(Clone),0,0,32,4,1,1097.894
116,TestControllerAgent_Origin(Clone),1,4,11,1,0,7.783385
116,TestTotalAgent_MissReward(Clone),0,1,14,4,1,1105.678
117,TestControllerAgent_Origin(Clone),1,4,1,0,0,2.973589
117,TestTotalAgent_MissReward(Clone),0,0,5,4,1,1108.652
118,TestControllerAgent_Origin(Clone),1,4,14,1,0,9.357192
118,TestTotalAgent_MissReward(Clone),0,1,17,4,1,1118.009
119,TestControllerAgent_Origin(Clone),1,4,6,0,0,5.231468
119,TestTotalAgent_MissReward(Clone),0,0,10,4,1,1123.24
120,TestControllerAgent_Origin(Clone),0,2,8,4,1,5.734708
120,TestTotalAgent_MissReward(Clone),1,4,8,2,0,1128.975
121,TestControllerAgent_Origin(Clone),1,4,15,3,0,10.32605
121,TestTotalAgent_MissReward(Clone),0,3,15,4,1,1139.302
122,TestControllerAgent_Origin(Clone),0,2,40,4,1,21.94558
122,TestTotalAgent_MissReward(Clone),1,4,39,2,0,1161.247
123,TestControllerAgent_Origin(Clone),0,2,12,4,1,6.962084
123,TestTotalAgent_MissReward(Clone),1,4,10,2,0,1168.209
124,TestControllerAgent_Origin(Clone),1,4,12,0,0,7.974913
124,TestTotalAgent_MissReward(Clone),0,0,15,4,1,1176.184
125,TestControllerAgent_Origin(Clone),1,4,6,0,0,5.375757
125,TestTotalAgent_MissReward(Clone),0,0,10,4,1,1181.559
126,TestControllerAgent_Origin(Clone),1,4,10,0,0,7.819571
126,TestTotalAgent_MissReward(Clone),0,0,15,4,1,1189.379
127,TestControllerAgent_Origin(Clone),1,4,6,3,0,5.375979
127,TestTotalAgent_MissReward(Clone),0,3,8,4,1,1194.755
128,TestControllerAgent_Origin(Clone),0,3,80,4,1,43.08132
128,TestTotalAgent_MissReward(Clone),1,4,79,3,0,1237.837
129,TestControllerAgent_Origin(Clone),1,4,15,1,0,9.610048
129,TestTotalAgent_MissReward(Clone),0,1,17,4,1,1247.447
130,TestControllerAgent_Origin(Clone),0,1,9,4,1,5.824286
130,TestTotalAgent_MissReward(Clone),1,4,8,1,0,1253.271
131,TestControllerAgent_Origin(Clone),1,4,8,1,0,6.107811
131,TestTotalAgent_MissReward(Clone),0,1,10,4,1,1259.379
132,TestControllerAgent_Origin(Clone),0,3,6,4,1,5.185898
132,TestTotalAgent_MissReward(Clone),1,4,7,3,0,1264.565
133,TestControllerAgent_Origin(Clone),1,4,9,0,0,6.777478
133,TestTotalAgent_MissReward(Clone),0,0,13,4,1,1271.342
134,TestControllerAgent_Origin(Clone),1,4,11,0,0,7.742419
134,TestTotalAgent_MissReward(Clone),0,0,15,4,1,1279.085
135,TestControllerAgent_Origin(Clone),1,4,9,3,0,6.764361
135,TestTotalAgent_MissReward(Clone),0,3,10,4,1,1285.849
136,TestControllerAgent_Origin(Clone),1,4,7,0,0,5.969836
136,TestTotalAgent_MissReward(Clone),0,0,11,4,1,1291.819
137,TestControllerAgent_Origin(Clone),1,4,7,2,0,5.734577
137,TestTotalAgent_MissReward(Clone),0,2,9,4,1,1297.553
138,TestControllerAgent_Origin(Clone),1,4,12,2,0,8.288888
138,TestTotalAgent_MissReward(Clone),0,2,14,4,1,1305.842
139,TestControllerAgent_Origin(Clone),1,4,3,1,0,3.950301
139,TestTotalAgent_MissReward(Clone),0,1,6,4,1,1309.792
140,TestControllerAgent_Origin(Clone),1,4,15,1,0,9.870231
140,TestTotalAgent_MissReward(Clone),0,1,18,4,1,1319.662
141,TestControllerAgent_Origin(Clone),1,4,13,2,0,8.902257
141,TestTotalAgent_MissReward(Clone),0,2,15,4,1,1328.564
142,TestControllerAgent_Origin(Clone),1,4,5,2,0,4.758165
142,TestTotalAgent_MissReward(Clone),0,2,7,4,1,1333.323
143,TestControllerAgent_Origin(Clone),1,4,8,1,0,6.38301
143,TestTotalAgent_MissReward(Clone),0,1,11,4,1,1339.706
144,TestControllerAgent_Origin(Clone),1,4,17,0,0,10.8707
144,TestTotalAgent_MissReward(Clone),0,0,21,4,1,1350.576
145,TestControllerAgent_Origin(Clone),1,4,10,1,0,7.171706
145,TestTotalAgent_MissReward(Clone),0,1,13,4,1,1357.748
146,TestControllerAgent_Origin(Clone),1,4,1,3,0,2.651304
146,TestTotalAgent_MissReward(Clone),0,3,2,4,1,1360.399
147,TestControllerAgent_Origin(Clone),1,4,8,2,0,6.64326
147,TestTotalAgent_MissReward(Clone),0,2,11,4,1,1367.043
148,TestControllerAgent_Origin(Clone),1,4,7,2,0,5.779253
148,TestTotalAgent_MissReward(Clone),0,2,8,4,1,1372.822
149,TestControllerAgent_Origin(Clone),0,1,5,4,1,3.55165
149,TestTotalAgent_MissReward(Clone),1,4,4,1,0,1376.373
150,TestControllerAgent_Origin(Clone),1,4,6,0,0,5.173183
150,TestTotalAgent_MissReward(Clone),0,0,10,4,1,1381.547
151,TestControllerAgent_Origin(Clone),1,4,6,2,0,5.499809
151,TestTotalAgent_MissReward(Clone),0,2,8,4,1,1387.046
152,TestControllerAgent_Origin(Clone),1,4,31,3,0,18.13404
152,TestTotalAgent_MissReward(Clone),0,3,32,4,1,1405.18
153,TestControllerAgent_Origin(Clone),0,3,42,4,1,23.16194
153,TestTotalAgent_MissReward(Clone),1,4,41,3,0,1428.342
154,TestControllerAgent_Origin(Clone),0,3,26,4,1,14.85858
154,TestTotalAgent_MissReward(Clone),1,4,25,3,0,1443.2
155,TestControllerAgent_Origin(Clone),0,2,26,4,1,14.55502
155,TestTotalAgent_MissReward(Clone),1,4,24,2,0,1457.755
156,TestControllerAgent_Origin(Clone),1,4,7,2,0,5.687281
156,TestTotalAgent_MissReward(Clone),0,2,8,4,1,1463.442
157,TestControllerAgent_Origin(Clone),0,0,36,4,1,18.64737
157,TestTotalAgent_MissReward(Clone),1,4,33,0,0,1482.089
158,TestControllerAgent_Origin(Clone),1,4,26,0,0,14.76095
158,TestTotalAgent_MissReward(Clone),0,0,28,4,1,1496.85
159,TestControllerAgent_Origin(Clone),1,4,5,1,0,4.815901
159,TestTotalAgent_MissReward(Clone),0,1,8,4,1,1501.666
160,TestControllerAgent_Origin(Clone),1,4,25,2,0,15.09638
160,TestTotalAgent_MissReward(Clone),0,2,26,4,1,1516.762
161,TestControllerAgent_Origin(Clone),1,4,10,1,0,7.412742
161,TestTotalAgent_MissReward(Clone),0,1,14,4,1,1524.175
162,TestControllerAgent_Origin(Clone),0,2,8,4,1,5.515823
162,TestTotalAgent_MissReward(Clone),1,4,7,2,0,1529.691
163,TestControllerAgent_Origin(Clone),1,4,10,0,0,7.228821
163,TestTotalAgent_MissReward(Clone),0,0,13,4,1,1536.92
164,TestControllerAgent_Origin(Clone),1,4,17,1,0,10.76228
164,TestTotalAgent_MissReward(Clone),0,1,21,4,1,1547.682
165,TestControllerAgent_Origin(Clone),1,4,6,2,0,5.265298
165,TestTotalAgent_MissReward(Clone),0,2,8,4,1,1552.947
166,TestControllerAgent_Origin(Clone),1,4,13,3,0,8.826283
166,TestTotalAgent_MissReward(Clone),0,3,13,4,1,1561.774
167,TestControllerAgent_Origin(Clone),1,4,4,1,0,4.127923
167,TestTotalAgent_MissReward(Clone),0,1,7,4,1,1565.902
168,TestControllerAgent_Origin(Clone),1,4,0,1,0,1.870448
168,TestTotalAgent_MissReward(Clone),0,1,3,4,1,1567.773
169,TestControllerAgent_Origin(Clone),1,4,14,0,0,9.791518
169,TestTotalAgent_MissReward(Clone),0,0,18,4,1,1577.564
170,TestControllerAgent_Origin(Clone),1,4,8,2,0,6.61617
170,TestTotalAgent_MissReward(Clone),0,2,10,4,1,1584.18
171,TestControllerAgent_Origin(Clone),1,4,4,1,0,4.128095
171,TestTotalAgent_MissReward(Clone),0,1,8,4,1,1588.308
172,TestControllerAgent_Origin(Clone),1,4,9,2,0,7.148431
172,TestTotalAgent_MissReward(Clone),0,2,12,4,1,1595.456
173,TestControllerAgent_Origin(Clone),1,4,72,1,0,38.79097
173,TestTotalAgent_MissReward(Clone),0,1,72,4,1,1634.247
174,TestControllerAgent_Origin(Clone),1,4,39,1,0,22.08307
174,TestTotalAgent_MissReward(Clone),0,1,42,4,1,1656.329
175,TestControllerAgent_Origin(Clone),1,4,7,1,0,5.838229
175,TestTotalAgent_MissReward(Clone),0,1,10,4,1,1662.168
176,TestControllerAgent_Origin(Clone),0,3,8,4,1,5.821037
176,TestTotalAgent_MissReward(Clone),1,4,8,3,0,1667.989
177,TestControllerAgent_Origin(Clone),0,1,9,4,1,6.168044
177,TestTotalAgent_MissReward(Clone),1,4,8,1,0,1674.157
178,TestControllerAgent_Origin(Clone),1,4,16,0,0,9.96735
178,TestTotalAgent_MissReward(Clone),0,0,19,4,1,1684.124
179,TestControllerAgent_Origin(Clone),1,4,14,0,0,9.299086
179,TestTotalAgent_MissReward(Clone),0,0,18,4,1,1693.423
180,TestControllerAgent_Origin(Clone),1,4,10,3,0,7.276832
180,TestTotalAgent_MissReward(Clone),0,3,11,4,1,1700.7
181,TestControllerAgent_Origin(Clone),1,4,2,0,0,3.123423
181,TestTotalAgent_MissReward(Clone),0,0,6,4,1,1703.823
182,TestControllerAgent_Origin(Clone),1,4,13,3,0,9.191443
182,TestTotalAgent_MissReward(Clone),0,3,15,4,1,1713.015
183,TestControllerAgent_Origin(Clone),1,4,28,2,0,16.56417
183,TestTotalAgent_MissReward(Clone),0,2,29,4,1,1729.579
184,TestControllerAgent_Origin(Clone),1,4,5,2,0,4.794001
184,TestTotalAgent_MissReward(Clone),0,2,8,4,1,1734.373
185,TestControllerAgent_Origin(Clone),0,0,16,4,1,9.270741
185,TestTotalAgent_MissReward(Clone),1,4,14,0,0,1743.644
186,TestControllerAgent_Origin(Clone),1,4,9,1,0,6.736737
186,TestTotalAgent_MissReward(Clone),0,1,11,4,1,1750.381
187,TestControllerAgent_Origin(Clone),0,3,3,4,1,3.713069
187,TestTotalAgent_MissReward(Clone),1,4,4,3,0,1754.094
188,TestControllerAgent_Origin(Clone),1,4,4,3,0,3.940684
188,TestTotalAgent_MissReward(Clone),0,3,3,4,1,1758.035
189,TestControllerAgent_Origin(Clone),1,4,5,1,0,4.959823
189,TestTotalAgent_MissReward(Clone),0,1,9,4,1,1762.994
190,TestControllerAgent_Origin(Clone),1,4,23,3,0,14.70313
190,TestTotalAgent_MissReward(Clone),0,3,25,4,1,1777.698
191,TestControllerAgent_Origin(Clone),1,4,15,2,0,10.35794
191,TestTotalAgent_MissReward(Clone),0,2,18,4,1,1788.056
192,TestControllerAgent_Origin(Clone),1,4,3,1,0,3.587123
192,TestTotalAgent_MissReward(Clone),0,1,6,4,1,1791.643
193,TestControllerAgent_Origin(Clone),0,1,18,4,1,10.36646
193,TestTotalAgent_MissReward(Clone),1,4,16,1,0,1802.01
194,TestControllerAgent_Origin(Clone),0,2,15,4,1,9.245092
194,TestTotalAgent_MissReward(Clone),1,4,14,2,0,1811.255
195,TestControllerAgent_Origin(Clone),1,4,7,1,0,5.406079
195,TestTotalAgent_MissReward(Clone),0,1,9,4,1,1816.661
196,TestControllerAgent_Origin(Clone),1,4,8,2,0,6.2613
196,TestTotalAgent_MissReward(Clone),0,2,10,4,1,1822.923
197,TestControllerAgent_Origin(Clone),1,4,14,1,0,9.52224
197,TestTotalAgent_MissReward(Clone),0,1,17,4,1,1832.445
198,TestControllerAgent_Origin(Clone),1,4,17,2,0,10.89371
198,TestTotalAgent_MissReward(Clone),0,2,19,4,1,1843.338
199,TestControllerAgent_Origin(Clone),1,4,4,2,0,4.207957
199,TestTotalAgent_MissReward(Clone),0,2,6,4,1,1847.546
200,TestControllerAgent_Origin(Clone),1,4,3,2,0,3.926351
200,TestTotalAgent_MissReward(Clone),0,2,6,4,1,1851.472
201,TestControllerAgent_Origin(Clone),1,4,9,2,0,6.71322
201,TestTotalAgent_MissReward(Clone),0,2,11,4,1,1858.186
202,TestControllerAgent_Origin(Clone),1,4,31,1,0,17.69504
202,TestTotalAgent_MissReward(Clone),0,1,33,4,1,1875.881
