열1,열2,열3,열4,열5,열6,열7,열8
183,TestTotalAgent_Origin(Clone),0,0,31,4,1,2425.067
184,TestControllerAgent_Origin(Clone),1,4,25,3,0,14.98437
184,TestTotalAgent_Origin(Clone),0,3,26,4,1,2440.052
185,TestControllerAgent_Origin(Clone),1,4,13,1,0,8.470739
185,TestTotalAgent_Origin(Clone),0,1,16,4,1,2448.522
186,TestControllerAgent_Origin(Clone),0,2,14,4,1,8.299539
186,TestTotalAgent_Origin(Clone),1,4,12,2,0,2456.822
187,TestControllerAgent_Origin(Clone),1,4,8,1,0,6.400978
187,TestTotalAgent_Origin(Clone),0,1,10,4,1,2463.223
188,TestControllerAgent_Origin(Clone),1,4,9,1,0,6.500797
188,TestTotalAgent_Origin(Clone),0,1,13,4,1,2469.724
189,TestControllerAgent_Origin(Clone),1,4,13,0,0,7.570492
189,TestTotalAgent_Origin(Clone),0,0,16,4,1,2477.294
190,TestControllerAgent_Origin(Clone),1,4,24,0,0,15.89844
190,TestTotalAgent_Origin(Clone),0,0,30,4,1,2493.192
191,TestControllerAgent_Origin(Clone),0,0,23,4,1,11.58067
191,TestTotalAgent_Origin(Clone),1,4,19,0,0,2504.772
192,TestControllerAgent_Origin(Clone),0,0,27,4,1,13.99999
192,TestTotalAgent_Origin(Clone),1,4,23,0,0,2518.772
193,TestControllerAgent_Origin(Clone),1,4,13,3,0,9.236985
193,TestTotalAgent_Origin(Clone),0,3,13,4,1,2528.009
194,TestControllerAgent_Origin(Clone),0,1,26,4,1,13.99999
194,TestTotalAgent_Origin(Clone),1,4,23,1,0,2542.008
195,TestControllerAgent_Origin(Clone),1,4,16,1,0,9.333323
195,TestTotalAgent_Origin(Clone),0,1,18,4,1,2551.341
196,TestControllerAgent_Origin(Clone),1,4,7,2,0,4.627942
196,TestTotalAgent_Origin(Clone),0,2,9,4,1,2555.969
197,TestControllerAgent_Origin(Clone),0,0,33,4,1,18.18987
197,TestTotalAgent_Origin(Clone),1,4,30,0,0,2574.158
198,TestControllerAgent_Origin(Clone),1,4,16,0,0,9.247181
198,TestTotalAgent_Origin(Clone),0,0,19,4,1,2583.405
199,TestControllerAgent_Origin(Clone),0,1,36,4,1,20.83114
199,TestTotalAgent_Origin(Clone),1,4,33,1,0,2604.236
200,TestControllerAgent_Origin(Clone),1,4,13,3,0,8.520948
200,TestTotalAgent_Origin(Clone),0,3,12,4,1,2612.757
201,TestControllerAgent_Origin(Clone),1,4,24,2,0,14.63908
201,TestTotalAgent_Origin(Clone),0,2,25,4,1,2627.396
202,TestControllerAgent_Origin(Clone),1,4,12,0,0,10.2443
202,TestTotalAgent_Origin(Clone),0,0,19,4,1,2637.64
203,TestControllerAgent_Origin(Clone),1,4,7,0,0,5.608716
203,TestTotalAgent_Origin(Clone),0,0,11,4,1,2643.248
204,TestControllerAgent_Origin(Clone),0,0,36,4,1,18.6567
