열1,열2,열3,열4,열5,열6,열7,열8
79,TestControllerAgent_Origin(Clone),1,4,48,2,0,26.95334
79,TestTotalAgent_MissReward(Clone),0,2,50,4,1,1652.225
80,TestControllerAgent_Origin(Clone),1,4,3,0,0,3.580355
80,TestTotalAgent_MissReward(Clone),0,0,7,4,1,1655.806
81,TestControllerAgent_Origin(Clone),1,4,14,2,0,9.466112
81,TestTotalAgent_MissReward(Clone),0,2,15,4,1,1665.272
82,TestControllerAgent_Origin(Clone),0,0,117,1,0,60.20094
82,TestTotalAgent_MissReward(Clone),0,1,115,0,0,1725.258
83,TestControllerAgent_Origin(Clone),1,4,11,1,0,7.29627
83,TestTotalAgent_MissReward(Clone),0,1,13,4,1,1732.77
84,TestControllerAgent_Origin(Clone),1,4,13,1,0,9.116021
84,TestTotalAgent_MissReward(Clone),0,1,17,4,1,1741.885
85,TestControllerAgent_Origin(Clone),1,4,8,1,0,6.200836
85,TestTotalAgent_MissReward(Clone),0,1,11,4,1,1748.086
86,TestControllerAgent_Origin(Clone),1,4,71,1,0,39.61375
86,TestTotalAgent_MissReward(Clone),0,1,74,4,1,1787.7
87,TestControllerAgent_Origin(Clone),1,4,18,0,0,11.67801
87,TestTotalAgent_MissReward(Clone),0,0,22,4,1,1799.378
88,TestControllerAgent_Origin(Clone),1,4,33,0,0,19.00512
88,TestTotalAgent_MissReward(Clone),0,0,38,4,1,1818.382
89,TestControllerAgent_Origin(Clone),1,4,4,0,0,3.800396
89,TestTotalAgent_MissReward(Clone),0,0,8,4,1,1822.183
90,TestControllerAgent_Origin(Clone),1,4,69,0,0,38.53645
90,TestTotalAgent_MissReward(Clone),0,0,73,4,1,1860.72
91,TestControllerAgent_Origin(Clone),1,4,18,1,0,11.75164
91,TestTotalAgent_MissReward(Clone),0,1,21,4,1,1872.472
92,TestControllerAgent_Origin(Clone),1,4,27,2,0,16.92007
92,TestTotalAgent_MissReward(Clone),0,2,31,4,1,1889.392
93,TestControllerAgent_Origin(Clone),1,4,20,0,0,12.92415
93,TestTotalAgent_MissReward(Clone),0,0,26,4,1,1902.316
94,TestControllerAgent_Origin(Clone),1,4,10,0,0,7.115572
94,TestTotalAgent_MissReward(Clone),0,0,14,4,1,1909.431
95,TestControllerAgent_Origin(Clone),1,4,74,1,0,39.83625
95,TestTotalAgent_MissReward(Clone),0,1,75,4,1,1949.267
