열1,열2,열3,열4,열5,열6,열7,열8
114,TestTotalAgent_Origin(Clone),0,0,25,4,1,1383.019
115,TestControllerAgent_MissReward(Clone),1,4,13,0,0,7.897933
115,TestTotalAgent_Origin(Clone),0,0,16,4,1,1390.917
116,TestControllerAgent_MissReward(Clone),1,4,9,2,0,6.999992
116,TestTotalAgent_Origin(Clone),0,2,11,4,1,1397.917
117,TestControllerAgent_MissReward(Clone),1,4,26,3,0,16.33332
117,TestTotalAgent_Origin(Clone),0,3,27,4,1,1414.251
118,TestControllerAgent_MissReward(Clone),0,0,16,4,1,6.999992
118,TestTotalAgent_Origin(Clone),1,4,13,0,0,1421.251
119,TestControllerAgent_MissReward(Clone),1,4,18,2,0,11.66665
119,TestTotalAgent_Origin(Clone),0,2,18,4,1,1432.918
120,TestControllerAgent_MissReward(Clone),0,0,15,4,1,8.82058
120,TestTotalAgent_Origin(Clone),1,4,12,0,0,1441.738
121,TestControllerAgent_MissReward(Clone),1,4,15,0,0,8.806127
121,TestTotalAgent_Origin(Clone),0,0,17,4,1,1450.544
122,TestControllerAgent_MissReward(Clone),1,4,14,1,0,8.29795
122,TestTotalAgent_Origin(Clone),0,1,17,4,1,1458.842
123,TestControllerAgent_MissReward(Clone),1,4,10,0,0,8.127334
123,TestTotalAgent_Origin(Clone),0,0,13,4,1,1466.97
124,TestControllerAgent_MissReward(Clone),1,4,12,2,0,7.301208
124,TestTotalAgent_Origin(Clone),0,2,14,4,1,1474.271
125,TestControllerAgent_MissReward(Clone),0,0,36,4,1,18.75619
125,TestTotalAgent_Origin(Clone),1,4,31,0,0,1493.027
126,TestControllerAgent_MissReward(Clone),1,4,7,1,0,6.141041
126,TestTotalAgent_Origin(Clone),0,1,9,4,1,1499.168
127,TestControllerAgent_MissReward(Clone),1,4,14,0,0,8.905303
127,TestTotalAgent_Origin(Clone),0,0,18,4,1,1508.074
128,TestControllerAgent_MissReward(Clone),1,4,17,0,0,9.333323
128,TestTotalAgent_Origin(Clone),0,0,19,4,1,1517.407
129,TestControllerAgent_MissReward(Clone),1,4,10,0,0,6.999992
129,TestTotalAgent_Origin(Clone),0,0,14,4,1,1524.407
130,TestControllerAgent_MissReward(Clone),0,0,23,4,1,13.09669
130,TestTotalAgent_Origin(Clone),1,4,20,0,0,1537.504
131,TestControllerAgent_MissReward(Clone),1,4,20,0,0,11.51488
131,TestTotalAgent_Origin(Clone),0,0,22,4,1,1549.019
132,TestControllerAgent_MissReward(Clone),1,4,37,2,0,20.70798
132,TestTotalAgent_Origin(Clone),0,2,38,4,1,1569.727
133,TestControllerAgent_MissReward(Clone),1,4,12,1,0,8.930459
133,TestTotalAgent_Origin(Clone),0,1,14,4,1,1578.658
134,TestControllerAgent_MissReward(Clone),1,4,33,0,0,18.65539
134,TestTotalAgent_Origin(Clone),0,0,35,4,1,1597.313
135,TestControllerAgent_MissReward(Clone),0,3,58,4,1,31.25428
135,TestTotalAgent_Origin(Clone),1,4,57,3,0,1628.568
136,TestControllerAgent_MissReward(Clone),0,0,43,4,1,25.89734
136,TestTotalAgent_Origin(Clone),1,4,46,0,0,1654.465
137,TestControllerAgent_MissReward(Clone),1,4,26,0,0,12.9635
137,TestTotalAgent_Origin(Clone),0,0,28,4,1,1667.428
138,TestControllerAgent_MissReward(Clone),0,2,48,4,1,27.10003
138,TestTotalAgent_Origin(Clone),1,4,45,2,0,1694.529
139,TestControllerAgent_MissReward(Clone),1,4,19,0,0,9.333323
139,TestTotalAgent_Origin(Clone),0,0,22,4,1,1703.862
140,TestControllerAgent_MissReward(Clone),0,0,37,4,1,20.68232
140,TestTotalAgent_Origin(Clone),1,4,32,0,0,1724.545
141,TestControllerAgent_MissReward(Clone),1,4,14,0,0,9.333323
141,TestTotalAgent_Origin(Clone),0,0,17,4,1,1733.878
142,TestControllerAgent_MissReward(Clone),0,0,18,4,1,10.85589
142,TestTotalAgent_Origin(Clone),1,4,19,0,0,1744.734
143,TestControllerAgent_MissReward(Clone),1,4,12,1,0,8.257374
143,TestTotalAgent_Origin(Clone),0,1,12,4,1,1752.992
144,TestControllerAgent_MissReward(Clone),1,4,19,0,0,11.66665
144,TestTotalAgent_Origin(Clone),0,0,23,4,1,1764.659
145,TestControllerAgent_MissReward(Clone),1,4,32,2,0,16.33332
145,TestTotalAgent_Origin(Clone),0,2,33,4,1,1780.992
146,TestControllerAgent_MissReward(Clone),1,4,8,0,0,6.919252
