Outcome,Episode,Agent Name,Team ID,Kill Count,Attack Count,Miss Count,Hit Count,Death Count,Episode Play Time
Loss,707,TestControllerAgent_Origin_Team0_Agent0,0,0,2,45,4,1,23.64682
Win,707,TestTotalAgent_Origin_Team1_Agent0,1,1,4,43,2,0,23.64682
Win,708,TestControllerAgent_Origin_Team0_Agent0,0,1,4,25,0,0,14.15763
Loss,708,TestTotalAgent_Origin_Team1_Agent0,1,0,0,28,4,1,14.15763
Win,709,TestControllerAgent_Origin_Team0_Agent0,0,1,4,39,1,0,21.11855
Loss,709,TestTotalAgent_Origin_Team1_Agent0,1,0,1,40,4,1,21.11855
Win,710,TestControllerAgent_Origin_Team0_Agent0,0,1,4,40,3,0,23.83508
Loss,710,TestTotalAgent_Origin_Team1_Agent0,1,0,3,43,4,1,23.83508
Win,711,TestControllerAgent_Origin_Team0_Agent0,0,1,4,25,2,0,14.03584
Loss,711,TestTotalAgent_Origin_Team1_Agent0,1,0,2,26,4,1,14.03584
Loss,712,TestControllerAgent_Origin_Team0_Agent0,0,0,0,6,4,1,2.618048
Win,712,TestTotalAgent_Origin_Team1_Agent0,1,1,4,2,0,0,2.618048
Win,713,TestControllerAgent_Origin_Team0_Agent0,0,1,4,9,1,0,5.991346
Loss,713,TestTotalAgent_Origin_Team1_Agent0,1,0,1,11,4,1,5.991346
Win,714,TestControllerAgent_Origin_Team0_Agent0,0,1,4,28,1,0,15.54228
Loss,714,TestTotalAgent_Origin_Team1_Agent0,1,0,1,29,4,1,15.54228
Win,715,TestControllerAgent_Origin_Team0_Agent0,0,1,4,13,0,0,8.005223
Loss,715,TestTotalAgent_Origin_Team1_Agent0,1,0,0,16,4,1,8.005223
Win,716,TestControllerAgent_Origin_Team0_Agent0,0,1,4,14,0,0,8.625967
Loss,716,TestTotalAgent_Origin_Team1_Agent0,1,0,0,17,4,1,8.625967
Win,717,TestControllerAgent_Origin_Team0_Agent0,0,1,4,21,0,0,12.01505
Loss,717,TestTotalAgent_Origin_Team1_Agent0,1,0,0,24,4,1,12.01505
Win,718,TestControllerAgent_Origin_Team0_Agent0,0,1,4,30,2,0,16.65334
Loss,718,TestTotalAgent_Origin_Team1_Agent0,1,0,2,31,4,1,16.65334
Loss,719,TestControllerAgent_Origin_Team0_Agent0,0,0,3,40,4,1,21.48476
Win,719,TestTotalAgent_Origin_Team1_Agent0,1,1,4,38,3,0,21.48476
Win,720,TestControllerAgent_Origin_Team0_Agent0,0,1,4,55,2,0,33.46192
Loss,720,TestTotalAgent_Origin_Team1_Agent0,1,0,2,64,4,1,33.46192
Win,721,TestControllerAgent_Origin_Team0_Agent0,0,1,4,20,0,0,11.4975
Loss,721,TestTotalAgent_Origin_Team1_Agent0,1,0,0,22,4,1,11.4975
Win,722,TestControllerAgent_Origin_Team0_Agent0,0,1,4,17,0,0,10.05802
Loss,722,TestTotalAgent_Origin_Team1_Agent0,1,0,0,19,4,1,10.05802
Win,723,TestControllerAgent_Origin_Team0_Agent0,0,1,4,38,2,0,20.50591
Loss,723,TestTotalAgent_Origin_Team1_Agent0,1,0,2,38,4,1,20.50591
Win,724,TestControllerAgent_Origin_Team0_Agent0,0,1,4,7,1,0,5.654757
Loss,724,TestTotalAgent_Origin_Team1_Agent0,1,0,1,10,4,1,5.654757
Win,725,TestControllerAgent_Origin_Team0_Agent0,0,1,4,54,1,0,29.62139
Loss,725,TestTotalAgent_Origin_Team1_Agent0,1,0,1,57,4,1,29.62139
Loss,726,TestControllerAgent_Origin_Team0_Agent0,0,0,2,53,4,1,27.88528
Win,726,TestTotalAgent_Origin_Team1_Agent0,1,1,4,51,2,0,27.88528
Loss,727,TestControllerAgent_Origin_Team0_Agent0,0,0,1,33,4,1,16.87168
Win,727,TestTotalAgent_Origin_Team1_Agent0,1,1,4,29,1,0,16.87168
Win,728,TestControllerAgent_Origin_Team0_Agent0,0,1,4,18,0,0,10.45526
Loss,728,TestTotalAgent_Origin_Team1_Agent0,1,0,0,22,4,1,10.45526
Win,729,TestControllerAgent_Origin_Team0_Agent0,0,1,4,11,1,0,7.13242
Loss,729,TestTotalAgent_Origin_Team1_Agent0,1,0,1,13,4,1,7.13242
Loss,730,TestControllerAgent_Origin_Team0_Agent0,0,0,0,13,4,1,6.267744
Win,730,TestTotalAgent_Origin_Team1_Agent0,1,1,4,10,0,0,6.267744
Win,731,TestControllerAgent_Origin_Team0_Agent0,0,1,4,15,1,0,8.879581
Loss,731,TestTotalAgent_Origin_Team1_Agent0,1,0,1,17,4,1,8.879581
Win,732,TestControllerAgent_Origin_Team0_Agent0,0,1,4,28,2,0,15.47302
Loss,732,TestTotalAgent_Origin_Team1_Agent0,1,0,2,28,4,1,15.47302
Win,733,TestControllerAgent_Origin_Team0_Agent0,0,1,4,18,2,0,10.4983
Loss,733,TestTotalAgent_Origin_Team1_Agent0,1,0,2,19,4,1,10.4983
Loss,734,TestControllerAgent_Origin_Team0_Agent0,0,0,2,43,4,1,27.21147
Win,734,TestTotalAgent_Origin_Team1_Agent0,1,1,4,50,2,0,27.21147
Win,735,TestControllerAgent_Origin_Team0_Agent0,0,1,4,13,2,0,8.018672
Loss,735,TestTotalAgent_Origin_Team1_Agent0,1,0,2,14,4,1,8.018672
Loss,736,TestControllerAgent_Origin_Team0_Agent0,0,0,3,36,4,1,19.583
Win,736,TestTotalAgent_Origin_Team1_Agent0,1,1,4,35,3,0,19.583
Win,737,TestControllerAgent_Origin_Team0_Agent0,0,1,4,5,0,0,3.972723
Loss,737,TestTotalAgent_Origin_Team1_Agent0,1,0,0,8,4,1,3.972723
Win,738,TestControllerAgent_Origin_Team0_Agent0,0,1,4,23,2,0,13.03349
Loss,738,TestTotalAgent_Origin_Team1_Agent0,1,0,2,23,4,1,13.03349
Win,739,TestControllerAgent_Origin_Team0_Agent0,0,1,4,42,1,0,23.55782
Loss,739,TestTotalAgent_Origin_Team1_Agent0,1,0,1,45,4,1,23.55782
Loss,740,TestControllerAgent_Origin_Team0_Agent0,0,0,0,14,4,1,7.278486
Win,740,TestTotalAgent_Origin_Team1_Agent0,1,1,4,11,0,0,7.278486
Win,741,TestControllerAgent_Origin_Team0_Agent0,0,1,4,32,0,0,17.87674
Loss,741,TestTotalAgent_Origin_Team1_Agent0,1,0,0,35,4,1,17.87674
Loss,742,TestControllerAgent_Origin_Team0_Agent0,0,0,1,23,4,1,12.2347
Win,742,TestTotalAgent_Origin_Team1_Agent0,1,1,4,21,1,0,12.2347
Win,743,TestControllerAgent_Origin_Team0_Agent0,0,1,4,29,2,0,16.58077
Loss,743,TestTotalAgent_Origin_Team1_Agent0,1,0,2,31,4,1,16.58077
Win,744,TestControllerAgent_Origin_Team0_Agent0,0,1,4,37,2,0,20.25179
Loss,744,TestTotalAgent_Origin_Team1_Agent0,1,0,2,37,4,1,20.25179
Win,745,TestControllerAgent_Origin_Team0_Agent0,0,1,4,22,2,0,12.28823
Loss,745,TestTotalAgent_Origin_Team1_Agent0,1,0,2,23,4,1,12.28823
Loss,746,TestControllerAgent_Origin_Team0_Agent0,0,0,0,22,4,1,10.93652
